id,year,make,model,display_trim,source,rule,first_valid_year
"63d317f8-1f50-453e-bd32-0f7306a0e2d5","2010","chevrolet","impala","LS, LT, Premier","wheelsize","Premier exists 2016+","2016"
"1df2cbfa-025b-479f-a36f-826ba6e539aa","2010","chevrolet","impala","Premier","wheelsize [expanded]","Premier exists 2016+","2016"
"5f218f8f-3a4e-431e-a568-0c901c823702","2011","chevrolet","impala","LS, LT, Premier","generation_template [filled from 2010 impala]","Premier exists 2016+","2016"
"b647ba36-d631-4045-80f0-7d8d4212dd58","2011","chevrolet","impala","Premier","generation_template [filled from 2010  [expanded]","Premier exists 2016+","2016"
"2270c6f8-82f7-45b5-ba43-8a62e446ca78","2012","chevrolet","impala","LS, LT, Premier","generation_template [filled from 2011 impala]","Premier exists 2016+","2016"
"7695d947-b115-4535-bb19-027d9cf13a14","2012","chevrolet","impala","Premier","generation_template [filled from 2011  [expanded]","Premier exists 2016+","2016"
"557a596d-c471-4de5-9b89-89129fb2b700","2013","chevrolet","impala","LS, LT, Premier","generation_template [filled from 2012 impala]","Premier exists 2016+","2016"
"92e9b281-fd90-4ca0-8ee7-405a6db6c884","2013","chevrolet","impala","Premier","generation_template [filled from 2012  [expanded]","Premier exists 2016+","2016"
"0e5a2c99-fa85-4c3c-8ff7-63fda84730a5","2014","chevrolet","impala","LS, LT, Premier","generation_template","Premier exists 2016+","2016"
"eeb48145-97ea-4614-a50a-5ee57903cb02","2014","chevrolet","impala","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"bace7e2f-4fcb-46d0-8cc4-1aeb5ee1a365","2015","chevrolet","impala","LS, LT, Premier","generation_template","Premier exists 2016+","2016"
"90b284c9-dd5e-43a1-b7bb-9b481747690b","2015","chevrolet","impala","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"e5863d2b-d81e-4437-b9d6-3aff7a635ff6","2009","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"ed8f8e47-1a9b-4e91-8603-689c694e1534","1997","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"e0b2c3e9-1c6b-4607-8d84-9d83a276215d","1998","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"5267a374-bd4b-43da-a80d-3f3fd17a9430","1998","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"b208b46c-f77a-4903-baba-144812b73fcd","1999","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"581238ff-6147-4fb7-9e6e-3814039c5b26","1999","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"7b8b05e0-c655-496b-b356-91f770703469","2000","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"d1f9fa5e-0705-4062-b8b7-ef72198fb8be","2010","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"99b83be0-05db-4125-8b15-89c955df5ad6","2011","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"6cef4ba3-df2e-4925-bc78-28a2da738788","2012","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"35b8ab88-2cca-47d2-9255-4412be0eb2a3","2013","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"0ed85cf8-290e-455d-ba18-793cacf6b61b","2000","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"30b51eb8-5f9e-4f44-834d-be320aed4ee5","2013","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"7cfae876-9c08-40eb-8f49-54557c7f392c","2014","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"edfbe167-897e-4e01-9b3e-45c51f292917","2015","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"2fbb5f09-3665-4fc2-82df-d3eb7074a115","2001","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"b84b798a-8f57-49b4-b047-3b4515d160fe","2016","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"c12520f7-8072-4442-82e0-df6cdb889993","2016","hyundai","elantra","SE, SEL, N Line, Limited","cache-import","N Line exists 2019+","2019"
"5b6036c9-2881-413d-b05b-effc57c79586","2017","hyundai","elantra","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"fbcd4026-20c9-4d90-b655-f1a3623c4532","2001","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"38219bdc-74a7-483e-a4ed-efa54ae7a229","2002","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"d10fc5ee-3d81-440c-a508-183ac8341965","2002","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"c7c5b24b-8945-4955-afc9-f5d67ade53c1","2009","acura","mdx","Advance","trim-research","Advance on mdx exists 2010+","2010"
"15e68263-e50c-4e8c-8787-86ae675ed3fc","2003","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"8a2d5b7f-af1a-455f-9185-c6671908ddfd","2003","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"46b0d806-f109-44c5-906f-b376f98b9aff","2004","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"72c518f9-816d-4f31-a532-33757538ebce","2004","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"796d4ddf-7fc3-4591-a062-c462e9447f6d","2005","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"1aafa8e4-bbe5-41e8-8dfe-9be9a2fb77a3","2005","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"97b128a8-a494-44b1-90ab-b12af5705d33","2006","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"63c73942-ca59-4296-ae79-5957d88e8877","2006","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"50e57fad-038f-461c-bef1-f84471a05077","2011","lincoln","mkz","Premiere, Select, Reserve, Black Label","generation-baseline","Black Label exists 2015+","2015"
"aa90f64a-b16d-4b87-9aee-2c727b9200a8","2007","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"c72bf6fc-9bc5-4520-937e-ee281b933b1c","2007","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"caa85c63-3c71-45b7-8db8-5cd590c85a4a","2008","chevrolet","malibu","LS, RS, LT, Premier","generation_template [filled from 2012 malibu]","Premier exists 2016+","2016"
"42935d4b-f39d-43a3-83e5-c5bec5c364a8","2008","chevrolet","malibu","Premier","generation_template [filled from 2012  [expanded]","Premier exists 2016+","2016"
"9dfd9bff-09a9-4f7b-82c6-716158e48515","2009","chevrolet","malibu","LS, RS, LT, Premier","generation_template [filled from 2008 malibu]","Premier exists 2016+","2016"
"bf524c00-2fc9-45af-a0f2-a065d1545221","2009","chevrolet","malibu","Premier","generation_template [filled from 2008  [expanded]","Premier exists 2016+","2016"
"7c304d5a-5631-4840-8f30-be1134ad6eeb","2010","chevrolet","malibu","LS, RS, LT, Premier","generation_template [filled from 2009 malibu]","Premier exists 2016+","2016"
"fac965dd-39dc-4a84-8f6e-ba448b2bb8f5","2010","chevrolet","malibu","Premier","generation_template [filled from 2009  [expanded]","Premier exists 2016+","2016"
"006c224a-aec5-4b98-b95b-e07f213b2181","2011","chevrolet","malibu","LS, RS, LT, Premier","generation_template [filled from 2010 malibu]","Premier exists 2016+","2016"
"b2bc105c-a369-491d-853d-42ccc4e66d2b","2011","chevrolet","malibu","Premier","generation_template [filled from 2010  [expanded]","Premier exists 2016+","2016"
"f018f6bf-607f-446e-a4fd-6cf0d143d1bb","2012","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"1b6b0ad5-be96-47f9-9ddb-c9984f5c869e","2012","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"fbae1689-2154-4f05-917d-30bef2582e53","2013","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"a1ab1844-a276-4204-a4d2-d214e2c29552","2013","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"84abdc96-8aba-44fe-b788-95aadfd178fd","2014","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"da7b247f-9a73-45cf-a8a0-3765c7abac8c","2014","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"f2253cb4-4e22-41c9-8c64-57f53c4dde8b","2015","chevrolet","malibu","LS, RS, LT, Premier","generation_template","Premier exists 2016+","2016"
"96d03282-782a-4aff-8fa6-59224534447f","2015","chevrolet","malibu","Premier","generation_template [expanded]","Premier exists 2016+","2016"
"43c92d10-d33a-4082-93c3-1b7fa65efcc5","2013","volkswagen","passat","S, SE, R-Line, SEL Premium","cache-import","SEL Premium exists 2015+","2015"
"84d44a4f-006a-48f3-8ea9-092b8d64e7a0","2020","hyundai","palisade","SE, SEL, XRT, Limited, Calligraphy","cache-import","XRT exists 2022+","2022"
"106ae0e8-a546-4377-a20f-be9ba2b49de3","2020","hyundai","palisade","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"d585a5c0-1b7b-47bc-acb1-25778d20576c","2021","hyundai","palisade","SE, SEL, XRT, Limited, Calligraphy","cache-import","XRT exists 2022+","2022"
"8471de45-c01c-4afa-958d-04dee347fd41","2013","volkswagen","passat","SEL Premium","cache-import [expanded]","SEL Premium exists 2015+","2015"
"bbe80ff6-ec3a-463b-952e-c55208f36e86","1994","ram","3500","Tradesman, Big Horn, Laramie, Limited, Longhorn","api_import","Limited exists 2015+","2015"
"a8dbff63-cb46-4458-a645-b4b7774b60b9","2010","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"1aa95955-e353-47c1-b9a1-2dd494964eed","2010","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"f07a9c19-3692-416d-a5a0-d8631e207f28","2010","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"5ccb8891-cd0f-48a8-8aa1-1ad34f3df06e","2011","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"bf6997b9-5615-433e-bb6f-1c5f8b2df889","2011","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"75139786-fc87-4df4-85f3-930d91aa1ffd","2011","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"0e05d3e3-a59e-4f47-8b6c-0330d689fe63","2012","hyundai","santa-fe","Calligraphy","railway_import [expanded]","Calligraphy exists 2020+","2020"
"e2470a1e-d32d-466e-bd2f-954e9d721562","2012","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","railway_import","Calligraphy exists 2020+","2020"
"32796a9d-ac0a-4e50-8e54-647dfa508300","2013","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"2ed501bd-5bb8-4f56-b907-fdc40b7b11dd","2014","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"344579e3-8806-46a4-aeb0-00660b55e216","2014","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"199fdd8b-8b38-462a-be17-0cfb31466489","2014","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"55877216-480e-4625-ab87-a2675d65a7d7","2015","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"36dab763-f82a-4eb1-93dd-8f4022ccc5d7","2015","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"7bb366ec-4491-48b2-8570-84451fc0aa73","2015","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"be307d5f-01bc-4980-934b-382141da10c3","2016","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"b5873377-351a-4085-baa9-3ce54eb79c49","2017","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","Calligraphy exists 2020+","2020"
"3eaa85a4-78d3-4187-9b6c-766fb1d71d3a","2017","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"bb08d0af-5c16-414c-a4ce-31559677414b","2019","hyundai","santa-fe","Calligraphy","cache-import [expanded]","Calligraphy exists 2020+","2020"
"5c54a677-4ef4-4af6-bb1a-d22b3624f60f","2019","hyundai","santa-fe","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"995b456e-d726-4ab9-a2d8-b8813e80a20a","2020","hyundai","santa-fe","SE, SEL, XRT, Limited, Calligraphy","cache-import","XRT exists 2022+","2022"
"fca9f0ec-6292-4eeb-985d-d6deee29e87e","2020","hyundai","santa-fe","XRT","cache-import [trim-expanded]","XRT exists 2022+","2022"
"4f589cec-7a5e-4110-8e30-bf1726ae71b6","2009","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"227059ac-2c23-4e89-bdf1-abbf6b389ffa","2009","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"bc8b4a24-016c-4249-a9e1-288941c74d11","2010","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"54f02172-64fe-4ecd-8f24-99404e72e12d","2010","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"1c7b1114-4254-4363-b1ee-8c6a578639e0","2011","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"a23328ea-3c64-423a-86b2-70357b93e844","2011","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"7a9b4641-a61a-42c8-a252-aa7d065195c3","2012","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"16e3ebdc-042a-4ac3-a060-6cbd073759e2","2013","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"520b7170-2ee6-4df3-b2d5-838d9e7a1187","2014","volkswagen","passat","S, SE, R-Line, SEL Premium","cache-import","SEL Premium exists 2015+","2015"
"626ffe3b-20e9-4a8d-ad86-149ba9ace4a0","2014","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"f428d072-50d7-4b2f-8dc2-d5edaf5de2c8","2014","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"cf1f85c2-720c-45bf-8a72-cf14cb94dcd9","2015","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"a66ea68d-c397-40c6-b520-d37ade379ec2","2015","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"e00c8af6-f6b4-47f3-9445-b341c941feda","2016","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"6acc5ad2-0f12-4856-a530-97091916352b","2016","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"77d91f40-ce8f-482e-b229-c71f9eeb1731","2017","hyundai","sonata","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"1c4f51d2-558e-4835-b0d2-851639a34b78","2017","hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","cache-import","N Line exists 2019+","2019"
"2ff6f6c0-1731-412b-9abc-69498c0ff3df","2009","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"1d510391-2cc5-4daf-814e-902341d737a5","2009","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"1870538d-6376-46b6-a3ac-1b3c90227ff6","2010","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"a02ffe3e-0bcc-454e-a853-81111cd9f90e","2011","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"d77b3349-b68e-4e06-b609-20f89fc696d2","2012","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"26a03381-49cb-4eb3-b51c-41d2f1d7a4c6","2013","hyundai","tucson","XRT","cache-import [expanded]","XRT exists 2022+","2022"
"5a4f74f0-e441-4358-aaba-d8ade6937201","2014","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"0daa4f54-6ea7-4168-817f-0b730178e574","2014","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
"7c75377e-2c0f-4a21-98da-c3954c546089","2015","hyundai","tucson","N Line","cache-import [expanded]","N Line exists 2019+","2019"
"ad742d15-3474-40f2-a948-26724d3d8856","2015","hyundai","tucson","SE, SEL, XRT, Limited, N Line","cache-import","N Line exists 2019+","2019"
